Date,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Cabo Verde,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan*,Tanzania,Thailand,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,US,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,West Bank and Gaza,Zambia,Zimbabwe
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,12,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,17,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,21,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2837,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,29,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,34,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,52,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,79,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,107,0,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,0,0,148,0,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,197,0,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,4,0,0,233,0,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,1,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,6,0,0,366,0,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,1,0,1,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3123,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,6,0,0,463,0,10,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,1,0,1,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3139,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,7,0,0,631,0,10,0,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,0,1,0,1,0,0,0,0,0,28,0,0,0,6,0,0,0,0,0,0,0
2020-03-11,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3161,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,354,7,1,0,827,0,15,0,0,0,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0,0,0,1,4,0,1,0,1,0,0,0,0,0,36,0,0,0,8,0,0,0,0,0,0,0
2020-03-12,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3172,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,429,8,1,0,827,0,16,0,0,0,66,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,55,0,0,0,1,4,0,1,0,1,0,0,0,0,0,40,0,0,0,8,0,0,0,0,0,0,0
2020-03-13,0,1,2,0,0,0,2,0,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3180,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,79,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,2,4,514,9,1,0,1266,0,19,0,0,0,66,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,133,0,1,0,1,11,0,1,0,1,0,0,0,0,0,47,0,1,0,8,0,0,0,0,0,0,0
2020-03-14,0,1,3,0,0,0,2,0,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3193,0,0,0,0,0,0,0,0,0,1,7,0,0,0,2,2,0,0,0,0,0,0,0,0,91,0,0,0,9,0,3,0,0,0,0,1,0,0,0,0,0,2,5,611,10,2,0,1441,0,22,0,0,0,72,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,3,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,195,0,1,0,2,13,0,1,0,1,0,0,0,0,0,54,0,1,0,21,0,0,0,0,0,0,0
2020-03-15,0,1,4,0,0,0,2,0,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3203,0,0,0,0,0,0,0,0,0,2,7,0,0,0,2,2,0,0,0,0,0,0,0,0,91,0,0,0,11,0,4,0,0,0,0,1,0,0,0,1,5,2,5,724,10,2,0,1809,0,22,0,0,0,75,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,3,0,0,1,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,289,0,1,0,3,14,0,1,0,1,0,0,0,0,0,63,0,1,0,21,0,0,0,0,0,0,0
2020-03-16,0,1,4,0,0,0,2,0,3,3,1,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3217,0,0,0,0,0,0,0,0,0,3,7,0,0,0,2,2,0,0,0,0,0,0,0,0,149,0,0,0,17,0,4,0,1,0,0,1,0,0,0,1,0,2,5,853,10,2,0,2158,0,27,0,0,0,75,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,3,0,0,1,0,0,0,12,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,342,0,1,0,6,14,0,1,0,1,0,0,0,0,0,85,0,1,0,56,0,0,0,0,0,0,0
2020-03-17,0,1,4,0,0,0,2,0,5,3,1,0,1,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,3230,0,0,0,0,0,0,0,0,0,4,7,0,0,1,2,4,0,0,0,0,0,0,0,0,149,0,0,0,24,0,5,0,1,0,0,1,0,0,0,1,1,3,5,988,11,2,0,2503,0,29,0,0,0,81,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,0,3,0,0,1,0,0,0,12,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,533,0,1,0,7,27,0,1,0,1,0,0,0,0,1,108,0,2,0,56,0,0,0,0,0,0,0
2020-03-18,0,2,7,0,0,0,2,0,6,4,1,0,1,1,0,0,14,0,0,0,0,0,3,0,2,1,0,0,0,0,8,0,0,0,3241,0,0,0,0,0,0,1,0,0,4,7,0,0,1,2,6,0,0,0,0,0,0,0,0,149,0,0,0,28,0,5,0,1,0,0,1,0,0,0,1,1,3,19,1135,12,2,0,2978,0,29,0,0,0,84,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,58,0,0,0,0,0,6,0,0,1,0,0,0,19,5,2,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,623,0,1,0,10,28,0,1,0,1,0,0,0,0,1,118,0,2,0,72,0,0,0,0,0,0,0
2020-03-19,0,2,9,0,0,0,3,0,6,6,1,0,1,1,0,0,21,0,0,0,0,0,6,0,3,1,0,0,0,0,9,0,0,0,3249,0,0,0,1,0,1,1,0,0,6,7,0,0,2,3,6,0,0,0,0,0,0,0,0,244,0,0,0,44,0,6,0,1,0,0,1,0,0,0,1,1,4,25,1284,13,3,0,3405,1,29,0,0,0,91,0,0,0,0,0,4,0,0,0,0,4,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,77,0,0,0,0,0,7,0,2,1,0,0,0,17,5,3,0,0,1,0,0,0,0,11,0,0,0,0,0,1,1,0,0,830,0,1,0,11,41,0,1,0,1,0,0,0,1,3,200,0,2,0,138,0,0,0,0,0,0,0
2020-03-20,0,2,11,0,0,0,3,0,7,6,1,0,1,1,0,0,37,0,0,0,0,0,11,0,3,1,0,0,0,0,12,0,0,0,3253,0,0,0,1,0,1,1,0,0,9,7,0,0,2,5,8,0,0,0,0,0,0,0,0,451,1,0,0,67,0,6,0,1,0,0,1,0,0,0,3,0,5,32,1433,17,3,0,4032,1,33,0,3,0,94,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,1,1,0,0,0,3,0,0,0,107,0,0,0,0,0,7,0,3,1,0,0,3,18,5,6,0,0,1,0,0,0,0,14,0,0,1,0,0,1,1,0,0,1043,0,1,0,16,54,0,2,0,1,0,0,0,1,4,244,0,3,2,178,0,0,0,0,0,0,0
2020-03-21,0,2,15,0,0,0,4,0,7,8,1,0,1,2,0,0,67,0,0,0,0,1,15,0,3,2,0,0,0,0,19,0,0,0,3259,0,0,1,2,0,1,1,0,0,13,8,0,0,2,7,10,0,0,0,0,0,0,0,1,563,1,0,0,84,1,13,0,1,0,0,1,0,0,0,4,1,4,38,1556,17,3,1,4825,1,35,0,0,0,102,0,0,0,0,0,4,0,0,0,1,8,0,4,0,0,0,0,1,2,1,0,0,0,3,0,0,0,137,0,0,0,0,0,7,0,3,1,0,1,5,19,5,12,0,0,1,0,0,0,0,20,0,0,1,0,2,1,1,0,0,1375,0,1,0,20,75,0,2,0,1,0,0,0,1,9,307,0,3,2,234,0,0,0,0,0,0,0
2020-03-22,1,2,17,1,0,0,4,0,7,16,1,0,2,2,0,0,75,0,0,0,0,1,25,0,3,4,0,0,0,0,21,0,0,1,3274,2,0,1,2,0,1,1,1,1,13,8,0,0,3,14,14,0,0,0,0,0,0,0,1,676,1,0,0,94,1,15,0,1,0,0,1,0,0,0,6,1,7,48,1685,20,4,1,5476,1,41,0,0,0,111,0,0,0,0,0,4,0,0,0,1,8,0,10,0,0,0,0,2,2,1,0,0,0,4,0,0,0,180,0,0,0,0,1,7,0,5,3,0,1,5,25,7,14,0,3,1,0,0,0,0,20,0,0,2,0,2,0,2,0,0,1772,0,1,0,21,98,0,2,0,1,0,0,0,3,30,417,0,3,2,282,0,0,0,0,0,0,0
2020-03-23,1,4,17,1,0,0,4,0,7,21,1,0,2,3,0,0,88,0,0,0,0,1,34,0,3,4,0,0,0,0,25,0,0,2,3274,3,0,1,2,0,1,1,1,1,24,8,0,0,3,18,19,0,0,0,0,0,0,0,1,862,1,1,0,123,2,17,0,1,0,0,1,0,0,0,7,1,10,49,1812,23,6,1,6077,1,42,0,0,0,111,0,0,0,0,0,4,0,0,0,1,8,0,14,0,0,0,0,2,3,1,0,0,1,4,0,0,0,214,0,0,0,1,2,10,0,6,6,0,1,5,33,8,23,0,7,1,0,0,0,0,20,0,0,3,0,2,0,3,0,0,2311,0,1,0,25,120,0,2,0,1,0,0,0,3,37,557,0,3,2,336,0,0,0,0,0,0,1
2020-03-24,1,5,19,1,0,0,6,0,8,28,1,0,3,4,0,0,122,0,0,0,0,3,46,0,3,4,0,1,0,0,26,0,0,2,3281,3,0,2,2,0,1,1,3,3,32,10,0,0,6,27,20,0,0,0,0,0,0,0,1,1102,1,1,0,157,2,20,0,1,0,0,1,0,0,0,9,2,10,55,1934,27,7,3,6820,1,43,0,0,0,120,0,0,0,0,0,4,0,0,0,2,8,0,16,0,0,0,0,2,4,1,0,0,1,5,0,0,0,277,0,0,0,1,2,12,0,7,6,0,2,7,35,10,33,0,11,1,0,0,0,0,21,1,0,3,0,2,0,4,0,0,2808,0,1,0,36,122,0,2,0,4,0,0,0,4,44,706,0,3,2,423,0,0,0,0,0,0,1
2020-03-25,2,5,21,1,0,0,8,0,8,30,2,0,4,5,0,0,178,0,0,0,0,3,59,0,3,4,0,1,0,1,30,0,0,3,3285,4,0,2,2,0,1,1,3,6,34,10,0,0,10,28,21,0,0,0,1,0,0,0,3,1333,1,1,0,206,4,22,0,1,0,0,1,0,0,0,10,2,12,58,2077,29,9,5,7503,1,45,0,0,0,126,0,0,0,0,0,6,0,0,0,4,8,0,20,0,0,0,0,2,5,1,0,0,1,6,0,0,0,357,0,0,1,1,3,14,0,8,8,0,3,9,38,14,43,0,17,3,0,0,0,0,21,2,0,4,0,2,0,5,0,0,3647,0,1,0,62,153,0,2,0,4,0,0,1,5,59,942,0,5,2,466,0,0,0,0,0,0,1
2020-03-26,4,6,25,3,0,0,9,1,13,49,3,0,4,5,0,0,220,0,0,0,0,3,77,0,3,7,0,1,0,1,38,0,0,4,3291,6,0,3,2,0,3,2,3,9,41,10,0,0,10,34,24,0,0,0,1,0,0,0,5,1698,1,1,0,267,4,26,0,1,0,0,1,0,0,1,10,2,20,78,2234,36,19,8,8215,1,47,0,1,1,131,1,0,0,0,0,6,0,0,0,4,9,0,23,0,0,0,0,2,6,1,0,0,1,11,0,0,0,435,0,0,1,1,3,14,0,9,8,0,3,9,45,16,60,0,23,3,0,0,0,0,21,3,0,1,0,2,0,6,0,0,4365,0,1,0,77,191,0,2,0,4,0,0,1,6,75,1209,0,5,2,580,0,0,0,0,1,0,1
2020-03-27,4,8,26,3,0,0,13,1,13,58,3,0,4,5,0,0,289,0,0,0,0,4,92,0,3,9,0,1,0,2,54,0,0,5,3296,6,0,3,2,0,3,2,5,9,52,10,0,0,20,36,30,0,0,0,1,0,0,0,7,1997,1,1,0,342,4,28,0,1,0,0,1,0,0,1,10,2,20,87,2378,40,22,12,9134,1,49,1,1,1,139,1,0,0,0,0,8,0,0,0,5,15,0,26,0,0,0,0,2,8,2,0,0,1,23,0,0,0,547,0,1,1,1,3,19,0,11,9,0,3,11,54,16,76,0,26,4,0,0,0,0,21,3,0,1,0,2,0,9,0,1,5138,0,1,0,105,231,0,2,0,5,0,1,2,6,92,1581,0,5,2,761,0,1,1,0,1,0,1
